sName,Level of Identity,Level of Skills,Level of Knowledge,Context of Performance,Personal Factors,Fixed Factors,Avg_Identity,Avg_Skills,Avg_Knowledge,Avg_cPerfromance,Avg_pFactors,Avg_fFactors,Overall,Sub1,Sub2,Sub3,Sub4,Sub5,Sub6,Sub7,Sub8,GWA
David Alvarez,"{'Q1': 4, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 3, 'Q2': 1, 'Q3': 2, 'Q4': 2}","{'Q1': 4, 'Q2': 2, 'Q3': 2, 'Q4': 3}","{'Q1': 1, 'Q2': 4, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 2, 'Q3': 1, 'Q4': 4}","{'Q1': 1, 'Q2': 1, 'Q3': 2, 'Q4': 3}",2.75,2.0,2.75,3.25,2.5,1.75,2.5,2.5,1.5,2.5,5.0,1.75,1.75,3.0,1.0,2.25
Angel Perry,"{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 2}","{'Q1': 1, 'Q2': 4, 'Q3': 3, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 2, 'Q4': 2}","{'Q1': 4, 'Q2': 3, 'Q3': 3, 'Q4': 2}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 1}","{'Q1': 1, 'Q2': 4, 'Q3': 2, 'Q4': 1}",2.0,2.5,2.0,3.0,2.25,2.0,2.29,1.25,1.5,1.5,2.5,2.25,2.25,2.75,3.0,2.12
Cheyenne Horton,"{'Q1': 1, 'Q2': 3, 'Q3': 1, 'Q4': 3}","{'Q1': 1, 'Q2': 2, 'Q3': 2, 'Q4': 3}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 4}","{'Q1': 2, 'Q2': 1, 'Q3': 2, 'Q4': 4}","{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 2, 'Q3': 4, 'Q4': 4}",2.0,2.0,3.0,2.25,2.75,2.75,2.46,1.75,2.75,2.5,1.75,1.5,1.5,1.75,3.0,2.06
David Douglas Jr.,"{'Q1': 2, 'Q2': 1, 'Q3': 1, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 3, 'Q4': 1}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 3}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 4}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 1}","{'Q1': 2, 'Q2': 1, 'Q3': 2, 'Q4': 2}",1.25,3.0,2.75,2.75,2.25,1.75,2.29,2.0,2.5,1.5,1.0,1.75,2.75,1.25,1.25,1.75
Patricia Rodriguez,"{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 4}","{'Q1': 1, 'Q2': 4, 'Q3': 2, 'Q4': 2}","{'Q1': 3, 'Q2': 2, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 1, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 4}","{'Q1': 2, 'Q2': 2, 'Q3': 4, 'Q4': 2}",2.75,2.25,2.25,1.25,2.75,2.5,2.29,1.5,1.5,1.5,2.25,1.5,2.5,3.0,,2.84
Christopher Rubio,"{'Q1': 2, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 3, 'Q3': 2, 'Q4': 1}","{'Q1': 1, 'Q2': 3, 'Q3': 2, 'Q4': 1}","{'Q1': 1, 'Q2': 1, 'Q3': 1, 'Q4': 3}","{'Q1': 4, 'Q2': 2, 'Q3': 1, 'Q4': 2}","{'Q1': 1, 'Q2': 1, 'Q3': 3, 'Q4': 3}",1.75,1.75,1.75,1.5,2.25,2.0,1.83,2.75,1.5,1.25,2.75,2.5,2.25,1.5,1.75,2.03
Amber Wright,"{'Q1': 1, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 4}","{'Q1': 1, 'Q2': 1, 'Q3': 4, 'Q4': 4}","{'Q1': 4, 'Q2': 3, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 3}","{'Q1': 2, 'Q2': 3, 'Q3': 2, 'Q4': 4}",2.0,3.5,2.5,3.5,3.0,2.75,2.88,1.75,1.75,1.25,1.75,1.75,1.25,2.25,1.5,1.66
Joyce Solis,"{'Q1': 2, 'Q2': 3, 'Q3': 1, 'Q4': 3}","{'Q1': 1, 'Q2': 3, 'Q3': 1, 'Q4': 4}","{'Q1': 1, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 4, 'Q2': 1, 'Q3': 1, 'Q4': 1}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 2}","{'Q1': 4, 'Q2': 4, 'Q3': 4, 'Q4': 1}",2.25,2.25,1.5,1.75,2.5,3.25,2.25,1.25,1.75,1.25,2.5,2.0,3.0,3.0,2.25,2.12
Victoria Larson,"{'Q1': 2, 'Q2': 2, 'Q3': 2, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 4, 'Q4': 2}","{'Q1': 1, 'Q2': 2, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 1, 'Q3': 2, 'Q4': 4}","{'Q1': 4, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 4, 'Q2': 4, 'Q3': 1, 'Q4': 2}",2.0,2.5,2.75,2.5,3.25,2.75,2.62,2.0,1.5,2.0,3.0,1.5,1.75,1.0,1.25,1.75
Stephanie Salazar,"{'Q1': 2, 'Q2': 4, 'Q3': 3, 'Q4': 4}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 2}","{'Q1': 1, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 3, 'Q2': 1, 'Q3': 1, 'Q4': 4}","{'Q1': 1, 'Q2': 3, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 3}",3.25,2.5,2.0,2.25,3.0,2.5,2.58,2.5,1.25,2.5,1.0,2.75,3.0,2.0,3.0,2.25
Kathy Rivas,"{'Q1': 3, 'Q2': 1, 'Q3': 1, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 3}","{'Q1': 3, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 1, 'Q3': 4, 'Q4': 4}","{'Q1': 1, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 4, 'Q2': 4, 'Q3': 4, 'Q4': 4}",2.0,3.25,2.0,2.5,2.5,4.0,2.71,1.25,1.75,1.25,2.75,1.75,1.0,2.0,2.0,1.72
Stephanie Manning,"{'Q1': 1, 'Q2': 1, 'Q3': 1, 'Q4': 4}","{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 2, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 3, 'Q3': 1, 'Q4': 4}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 4}",1.75,2.5,2.0,2.75,2.75,3.75,2.58,1.5,3.0,1.25,1.5,2.75,1.25,2.5,2.5,2.03
David Wright,"{'Q1': 4, 'Q2': 2, 'Q3': 3, 'Q4': 1}","{'Q1': 2, 'Q2': 1, 'Q3': 3, 'Q4': 4}","{'Q1': 3, 'Q2': 1, 'Q3': 2, 'Q4': 4}","{'Q1': 2, 'Q2': 4, 'Q3': 1, 'Q4': 3}","{'Q1': 2, 'Q2': 4, 'Q3': 4, 'Q4': 2}","{'Q1': 3, 'Q2': 1, 'Q3': 3, 'Q4': 4}",2.5,2.5,2.5,2.5,3.0,2.75,2.62,3.0,2.25,1.75,1.75,1.75,1.25,3.0,1.75,2.06
Pamela Boyd,"{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 4, 'Q2': 2, 'Q3': 1, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 1, 'Q4': 4}","{'Q1': 1, 'Q2': 2, 'Q3': 1, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 1}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 1}",2.0,2.0,3.25,1.75,2.75,2.0,2.29,2.25,3.0,2.5,1.25,3.0,1.25,3.0,2.0,2.28
Denise Jones,"{'Q1': 2, 'Q2': 1, 'Q3': 2, 'Q4': 2}","{'Q1': 1, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 3, 'Q4': 1}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 4, 'Q2': 1, 'Q3': 2, 'Q4': 1}",1.75,2.25,2.25,3.0,2.0,2.0,2.21,1.75,2.25,3.0,2.0,3.0,1.5,1.25,1.75,2.06
Devon Flores,"{'Q1': 1, 'Q2': 2, 'Q3': 2, 'Q4': 2}","{'Q1': 2, 'Q2': 4, 'Q3': 1, 'Q4': 1}","{'Q1': 4, 'Q2': 1, 'Q3': 3, 'Q4': 3}","{'Q1': 1, 'Q2': 3, 'Q3': 4, 'Q4': 1}","{'Q1': 3, 'Q2': 4, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 4}",1.75,2.0,2.75,2.25,2.5,2.75,2.33,2.0,1.5,2.0,2.0,1.75,2.5,2.75,1.5,2.0
Brenda Hall,"{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 3}","{'Q1': 2, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 2, 'Q2': 3, 'Q3': 2, 'Q4': 2}","{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 2, 'Q2': 4, 'Q3': 1, 'Q4': 1}",3.0,2.75,2.75,2.25,2.5,2.0,2.54,1.25,2.0,1.5,2.5,1.5,1.5,1.25,2.0,1.69
Michelle Brown,"{'Q1': 4, 'Q2': 3, 'Q3': 3, 'Q4': 3}","{'Q1': 1, 'Q2': 4, 'Q3': 4, 'Q4': 3}","{'Q1': 2, 'Q2': 2, 'Q3': 4, 'Q4': 2}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 1}","{'Q1': 1, 'Q2': 2, 'Q3': 1, 'Q4': 3}","{'Q1': 2, 'Q2': 4, 'Q3': 2, 'Q4': 2}",3.25,3.0,2.5,2.25,1.75,2.5,2.54,1.25,1.0,1.0,1.25,1.75,3.0,3.0,2.0,1.78
Joshua Perry,"{'Q1': 1, 'Q2': 2, 'Q3': 2, 'Q4': 4}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 2}","{'Q1': 3, 'Q2': 4, 'Q3': 1, 'Q4': 2}","{'Q1': 3, 'Q2': 4, 'Q3': 1, 'Q4': 1}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 1}",2.25,2.5,2.5,2.25,2.0,2.25,2.29,1.5,1.5,1.25,1.0,2.0,3.0,5.0,1.0,1.91
Jason Stein,"{'Q1': 3, 'Q2': 2, 'Q3': 3, 'Q4': 2}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 4}","{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 4}","{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 1}","{'Q1': 2, 'Q2': 3, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 1, 'Q3': 3, 'Q4': 1}",2.5,2.75,3.0,1.75,3.0,2.0,2.5,2.0,1.75,1.25,2.75,3.0,2.75,1.75,3.0,2.28
Melissa Gates,"{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 3}","{'Q1': 2, 'Q2': 3, 'Q3': 2, 'Q4': 3}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 4}","{'Q1': 2, 'Q2': 4, 'Q3': 1, 'Q4': 4}","{'Q1': 1, 'Q2': 2, 'Q3': 2, 'Q4': 2}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 3}",3.0,2.5,3.0,2.75,1.75,2.75,2.62,1.25,2.0,1.25,2.25,2.75,1.5,2.0,1.75,1.84
Jamie Smith,"{'Q1': 2, 'Q2': 4, 'Q3': 4, 'Q4': 2}","{'Q1': 2, 'Q2': 4, 'Q3': 3, 'Q4': 3}","{'Q1': 3, 'Q2': 3, 'Q3': 1, 'Q4': 4}","{'Q1': 4, 'Q2': 1, 'Q3': 1, 'Q4': 4}","{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 3}","{'Q1': 4, 'Q2': 1, 'Q3': 2, 'Q4': 4}",3.0,3.0,2.75,2.5,2.25,2.75,2.71,1.25,2.25,1.0,1.5,2.75,2.25,3.0,2.75,2.09
Paul Castaneda,"{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 4}","{'Q1': 4, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 2, 'Q4': 3}","{'Q1': 4, 'Q2': 2, 'Q3': 3, 'Q4': 2}","{'Q1': 4, 'Q2': 4, 'Q3': 4, 'Q4': 2}",3.0,3.25,2.75,3.25,2.75,3.5,3.08,1.0,1.75,2.0,3.0,1.25,2.0,3.0,3.0,2.12
Jennifer Adkins,"{'Q1': 2, 'Q2': 1, 'Q3': 1, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 2, 'Q4': 3}","{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 1, 'Q2': 2, 'Q3': 2, 'Q4': 4}","{'Q1': 4, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 3}",1.25,3.25,2.75,2.25,2.25,2.25,2.33,2.25,1.75,1.5,1.25,1.5,1.25,3.0,1.75,1.78
Lindsey Walker,"{'Q1': 2, 'Q2': 3, 'Q3': 4, 'Q4': 2}","{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 2}","{'Q1': 1, 'Q2': 4, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 1, 'Q3': 2, 'Q4': 1}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 1, 'Q4': 2}",2.75,2.0,3.25,1.75,2.0,2.75,2.42,1.25,1.25,3.0,1.75,2.25,1.5,2.75,1.75,1.94
Jeffrey Johnson,"{'Q1': 1, 'Q2': 4, 'Q3': 4, 'Q4': 1}","{'Q1': 2, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 2, 'Q2': 2, 'Q3': 2, 'Q4': 3}","{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 4}","{'Q1': 2, 'Q2': 4, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 2, 'Q3': 1, 'Q4': 4}",2.5,1.75,2.25,2.75,3.5,2.5,2.54,3.0,1.75,2.0,1.5,2.75,2.0,1.0,2.0,2.0
Michael Powell,"{'Q1': 1, 'Q2': 4, 'Q3': 4, 'Q4': 3}","{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 4}","{'Q1': 1, 'Q2': 3, 'Q3': 3, 'Q4': 4}","{'Q1': 3, 'Q2': 4, 'Q3': 2, 'Q4': 2}","{'Q1': 4, 'Q2': 3, 'Q3': 3, 'Q4': 4}","{'Q1': 1, 'Q2': 1, 'Q3': 1, 'Q4': 1}",3.0,2.75,2.75,2.75,3.5,1.0,2.62,2.75,3.0,2.5,1.5,2.0,2.0,2.0,1.25,2.12
John Anderson,"{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 1, 'Q3': 1, 'Q4': 1}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 4, 'Q3': 1, 'Q4': 3}","{'Q1': 4, 'Q2': 3, 'Q3': 4, 'Q4': 1}",3.0,1.5,2.5,3.0,2.75,3.0,2.62,1.0,2.75,1.25,1.0,1.25,1.25,1.25,1.25,1.38
Alyssa Long,"{'Q1': 4, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 3, 'Q3': 2, 'Q4': 3}","{'Q1': 3, 'Q2': 3, 'Q3': 1, 'Q4': 1}","{'Q1': 3, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 1, 'Q4': 1}","{'Q1': 1, 'Q2': 4, 'Q3': 2, 'Q4': 2}",2.25,2.25,2.0,2.0,2.5,2.25,2.21,1.5,1.25,2.75,2.75,2.75,3.0,3.0,1.5,2.31
Alyssa Day,"{'Q1': 1, 'Q2': 1, 'Q3': 2, 'Q4': 1}","{'Q1': 2, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 3}","{'Q1': 4, 'Q2': 2, 'Q3': 3, 'Q4': 3}","{'Q1': 2, 'Q2': 4, 'Q3': 2, 'Q4': 3}","{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 4}",1.25,1.75,3.5,3.0,2.75,2.75,2.5,2.25,1.0,2.0,3.0,2.75,1.25,1.5,3.0,2.09
Joel Williams,"{'Q1': 2, 'Q2': 4, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 2}","{'Q1': 4, 'Q2': 1, 'Q3': 2, 'Q4': 1}","{'Q1': 4, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 3, 'Q4': 1}","{'Q1': 2, 'Q2': 2, 'Q3': 4, 'Q4': 1}",3.25,2.75,2.0,2.25,3.0,2.25,2.58,1.25,2.0,2.75,2.25,1.5,2.25,3.0,2.0,2.12
Daniel Murphy,"{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 2}","{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 4, 'Q2': 1, 'Q3': 4, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 4}",3.0,2.5,2.5,2.5,2.75,3.0,2.71,1.25,2.25,2.0,1.25,2.5,2.5,2.0,1.75,1.94
Jamie Walton,"{'Q1': 3, 'Q2': 3, 'Q3': 4, 'Q4': 3}","{'Q1': 1, 'Q2': 3, 'Q3': 3, 'Q4': 4}","{'Q1': 4, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 4, 'Q2': 4, 'Q3': 1, 'Q4': 1}","{'Q1': 1, 'Q2': 2, 'Q3': 4, 'Q4': 2}","{'Q1': 1, 'Q2': 3, 'Q3': 2, 'Q4': 1}",3.25,2.75,3.25,2.5,2.25,1.75,2.62,3.0,1.5,1.75,1.75,1.5,2.25,2.0,1.25,1.88
Darlene Miller,"{'Q1': 4, 'Q2': 1, 'Q3': 1, 'Q4': 1}","{'Q1': 4, 'Q2': 2, 'Q3': 1, 'Q4': 1}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 1}","{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 4}","{'Q1': 4, 'Q2': 4, 'Q3': 2, 'Q4': 4}","{'Q1': 4, 'Q2': 2, 'Q3': 1, 'Q4': 4}",1.75,2.0,2.25,3.0,3.5,2.75,2.54,2.0,2.75,1.75,1.5,3.0,2.75,3.0,1.5,2.28
Joshua Cooke,"{'Q1': 2, 'Q2': 4, 'Q3': 3, 'Q4': 2}","{'Q1': 3, 'Q2': 3, 'Q3': 2, 'Q4': 2}","{'Q1': 2, 'Q2': 4, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 1, 'Q3': 3, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 3}","{'Q1': 1, 'Q2': 3, 'Q3': 3, 'Q4': 4}",2.75,2.5,2.5,2.0,3.5,2.75,2.67,1.75,2.5,1.25,2.0,1.25,2.0,2.75,1.75,1.91
Matthew Harrington,"{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 3, 'Q3': 1, 'Q4': 1}","{'Q1': 1, 'Q2': 4, 'Q3': 3, 'Q4': 1}","{'Q1': 3, 'Q2': 4, 'Q3': 1, 'Q4': 2}","{'Q1': 1, 'Q2': 3, 'Q3': 3, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 1}",2.5,2.0,2.25,2.5,2.5,2.75,2.42,2.5,2.25,1.0,2.25,1.75,2.75,1.75,2.75,2.12
Nicole Herring,"{'Q1': 2, 'Q2': 3, 'Q3': 1, 'Q4': 4}","{'Q1': 1, 'Q2': 2, 'Q3': 1, 'Q4': 4}","{'Q1': 4, 'Q2': 4, 'Q3': 2, 'Q4': 2}","{'Q1': 1, 'Q2': 1, 'Q3': 3, 'Q4': 2}","{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 2}","{'Q1': 1, 'Q2': 4, 'Q3': 2, 'Q4': 1}",2.5,2.0,3.0,1.75,2.5,2.0,2.29,2.75,1.25,3.0,1.75,3.0,1.0,1.25,2.0,2.0
Alex Hernandez,"{'Q1': 3, 'Q2': 3, 'Q3': 2, 'Q4': 3}","{'Q1': 4, 'Q2': 1, 'Q3': 1, 'Q4': 3}","{'Q1': 3, 'Q2': 1, 'Q3': 1, 'Q4': 2}","{'Q1': 1, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 1, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 1, 'Q2': 4, 'Q3': 4, 'Q4': 2}",2.75,2.25,1.75,1.5,2.25,2.75,2.21,1.25,1.25,1.75,1.5,1.25,1.0,1.25,2.25,1.44
Michael Elliott,"{'Q1': 4, 'Q2': 4, 'Q3': 3, 'Q4': 2}","{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 3, 'Q3': 1, 'Q4': 2}","{'Q1': 3, 'Q2': 1, 'Q3': 2, 'Q4': 3}","{'Q1': 4, 'Q2': 2, 'Q3': 4, 'Q4': 1}",3.25,3.25,3.0,2.25,2.25,2.75,2.79,1.0,1.0,2.75,2.75,1.75,2.25,1.25,2.25,1.88
Michael Wang,"{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 1}","{'Q1': 2, 'Q2': 1, 'Q3': 1, 'Q4': 2}","{'Q1': 4, 'Q2': 4, 'Q3': 2, 'Q4': 3}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 3}","{'Q1': 1, 'Q2': 2, 'Q3': 2, 'Q4': 2}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 3}",2.0,1.5,3.25,2.75,1.75,2.75,2.33,1.75,1.5,1.75,1.25,1.5,2.0,1.75,1.5,1.62
Lawrence Adkins,"{'Q1': 2, 'Q2': 1, 'Q3': 2, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 1, 'Q4': 3}","{'Q1': 4, 'Q2': 4, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 3}","{'Q1': 2, 'Q2': 1, 'Q3': 1, 'Q4': 2}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 3}",1.5,3.0,2.75,2.5,1.5,3.5,2.46,1.75,1.75,1.0,1.75,1.0,2.25,1.5,2.75,1.72
Robert Oconnell,"{'Q1': 1, 'Q2': 4, 'Q3': 4, 'Q4': 1}","{'Q1': 2, 'Q2': 2, 'Q3': 1, 'Q4': 2}","{'Q1': 1, 'Q2': 1, 'Q3': 1, 'Q4': 4}","{'Q1': 2, 'Q2': 4, 'Q3': 2, 'Q4': 1}","{'Q1': 3, 'Q2': 3, 'Q3': 1, 'Q4': 2}","{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 4}",2.5,1.75,1.75,2.25,2.25,2.5,2.17,1.75,2.75,2.25,1.75,1.0,2.5,1.25,3.0,2.03
Alexander Collins,"{'Q1': 2, 'Q2': 2, 'Q3': 4, 'Q4': 4}","{'Q1': 4, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 2}","{'Q1': 1, 'Q2': 2, 'Q3': 1, 'Q4': 4}","{'Q1': 2, 'Q2': 1, 'Q3': 1, 'Q4': 1}","{'Q1': 3, 'Q2': 3, 'Q3': 4, 'Q4': 3}",3.0,3.0,2.75,2.0,1.25,3.25,2.54,2.5,1.0,1.0,1.5,2.0,1.75,2.5,2.25,1.81
Tina Sanders,"{'Q1': 3, 'Q2': 4, 'Q3': 2, 'Q4': 4}","{'Q1': 2, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 4, 'Q2': 3, 'Q3': 3, 'Q4': 2}","{'Q1': 4, 'Q2': 4, 'Q3': 1, 'Q4': 3}","{'Q1': 4, 'Q2': 4, 'Q3': 2, 'Q4': 4}","{'Q1': 4, 'Q2': 2, 'Q3': 4, 'Q4': 1}",3.25,2.25,3.0,3.0,3.5,2.75,2.96,2.25,1.75,1.25,2.0,1.5,2.25,2.5,2.0,1.94
Angela Vaughn,"{'Q1': 3, 'Q2': 1, 'Q3': 1, 'Q4': 2}","{'Q1': 1, 'Q2': 2, 'Q3': 4, 'Q4': 3}","{'Q1': 1, 'Q2': 4, 'Q3': 2, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 3, 'Q4': 2}","{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 2}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 4}",1.75,2.5,2.0,3.25,2.75,3.75,2.67,3.0,2.25,2.0,2.0,3.0,2.0,2.0,1.25,2.19
Ashley Barton,"{'Q1': 3, 'Q2': 1, 'Q3': 1, 'Q4': 4}","{'Q1': 4, 'Q2': 1, 'Q3': 2, 'Q4': 2}","{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 4}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 3}","{'Q1': 3, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 1, 'Q2': 3, 'Q3': 4, 'Q4': 3}",2.25,2.25,3.5,2.5,3.0,2.75,2.71,1.0,1.25,1.5,3.0,1.75,2.25,2.5,2.75,2.0
