Name,Year,Student Number,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Status,Subject_6,Subject_7,Subject_8,Final Grade,Subjects Failed,Homework_Question_1,Homework_Question_2,Homework_Question_3,Time Allocation_Question_1,Time Allocation_Question_2,Time Allocation_Question_3,Reading and Note Taking_Question_1,Reading and Note Taking_Question_2,Reading and Note Taking_Question_3,Study Period Procedures_Question_1,Study Period Procedures_Question_2,Study Period Procedures_Question_3,Written Works_Question_1,Written Works_Question_2,Written Works_Question_3,Examination_Question_1,Examination_Question_2,Examination_Question_3
Lindsay Espinoza,2,23228363,2.0,2.5,1.25,2.0,3.0,Regular,1.75,4.0,2.0,2.33,0,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree
Teresa Garrett,4,21801259,1.5,3.0,5.0,2.5,2.25,Irregular,,,,2.85,1,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree
Sara Delacruz,4,21783946,4.0,1.25,1.5,1.25,3.0,Regular,,,,2.2,0,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree
Laura Oconnell,4,21566783,2.5,2.75,4.0,3.0,2.0,Regular,,,,2.85,0,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree
Gerald Carney,1,24686892,2.5,4.0,3.0,2.5,2.5,Regular,,,,2.93,0,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree
Linda Gray,3,22860537,3.0,2.5,2.5,4.0,5.0,Irregular,1.25,2.75,,3.0,1,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree
Kenneth Salinas,2,23322397,1.5,2.25,2.25,1.25,5.0,Irregular,2.5,2.75,2.25,2.51,1,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree
Bryce Miller,2,23036368,2.75,2.5,1.75,1.0,2.5,Regular,1.0,2.0,3.0,2.03,0,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree
Scott Oliver,4,21737158,5.0,2.75,1.0,4.0,2.75,Irregular,,,,3.1,1,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree
Samantha Johnson,1,24970978,3.0,2.0,3.0,2.75,2.0,Regular,,,,2.52,0,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
Caitlyn Roberts,2,23434252,1.75,2.25,5.0,1.5,2.0,Irregular,1.75,2.25,1.75,2.3,1,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree
Joseph Nguyen,1,24465623,5.0,2.75,1.25,1.5,1.5,Irregular,,,,2.21,1,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Robert Kirk,3,22388600,3.0,3.0,2.25,2.25,2.5,Regular,2.25,2.25,,2.5,0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree
Stacey Nichols,4,21199505,2.0,3.0,1.5,3.0,1.25,Regular,,,,2.15,0,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree
Robert Gardner,2,23229615,1.25,3.0,1.0,2.0,2.0,Regular,1.0,1.25,2.0,1.71,0,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree
Brandon Huff,2,23169237,2.5,1.75,2.75,2.0,5.0,Irregular,4.0,1.0,2.75,2.73,1,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
William Perez,4,21529155,1.25,3.0,2.25,1.5,2.25,Regular,,,,2.05,0,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree
Mark Lyons,2,23528759,1.5,3.0,1.5,2.25,2.0,Regular,1.25,4.0,2.5,2.28,0,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree
Elizabeth Rodriguez,2,23161983,2.0,1.25,2.75,1.25,4.0,Regular,2.0,1.75,2.5,2.2,0,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree
Heather Rodriguez,3,22294984,3.0,2.25,5.0,2.0,2.5,Irregular,2.25,1.25,,2.61,1,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree
Gregory Johnson,1,24935035,4.0,3.0,5.0,3.0,5.0,Irregular,,,,4.0,2,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree
Sarah Hoffman MD,3,22190926,1.0,2.75,1.5,2.25,1.5,Regular,1.0,2.5,,1.79,0,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree
Joshua Peterson,3,22384817,1.0,2.5,2.5,2.0,2.25,Irregular,5.0,2.0,,2.46,1,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Brooke Roberts,2,23141278,2.25,1.0,2.5,2.25,4.0,Irregular,5.0,1.25,2.75,2.64,1,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree
Wanda Nichols,4,21815450,2.25,3.0,2.75,2.5,5.0,Irregular,,,,3.1,1,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree
Michael Schmitt,1,24919789,1.5,1.5,2.75,1.25,2.75,Regular,,,,1.98,0,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Agree
Craig Anderson,2,23169372,3.0,1.0,1.75,5.0,1.25,Irregular,5.0,1.75,4.0,2.84,2,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree
Sara Rogers,1,24456869,2.25,2.5,1.75,3.0,3.0,Regular,,,,2.52,0,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree
Alexis Davis,4,21048708,2.25,1.0,4.0,3.0,3.0,Regular,,,,2.65,0,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree
Ryan Lawson,4,21032785,1.5,2.25,1.5,2.25,2.75,Regular,,,,2.05,0,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree
Michael Hutchinson,1,24973212,5.0,5.0,5.0,2.75,4.0,Irregular,,,,4.3,3,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree
John Ware,3,22250244,5.0,2.25,2.75,1.5,4.0,Irregular,2.5,2.5,,2.93,1,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree
Douglas Whitaker,4,21027095,2.75,2.5,2.75,5.0,3.0,Irregular,,,,3.2,1,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree
Philip Miller,2,23798612,3.0,1.5,2.75,2.0,4.0,Regular,2.25,1.5,1.75,2.32,0,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree
Jeremiah Stone,4,21866153,4.0,1.5,1.75,2.25,1.25,Regular,,,,2.15,0,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
Brad Miller,1,24292755,2.75,3.0,1.25,2.0,4.0,Regular,,,,2.59,0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree
Elizabeth Reed,3,22996419,1.5,2.75,3.0,4.0,3.0,Regular,2.75,1.75,,2.68,0,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree
Melissa Wallace,2,23852554,1.25,1.5,2.25,2.75,5.0,Irregular,2.75,2.5,2.5,2.62,1,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
Jimmy Anthony,3,22041479,5.0,2.0,5.0,1.0,1.25,Irregular,2.0,5.0,,3.04,3,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree
Debra Rivera,4,21100901,5.0,3.0,4.0,5.0,1.0,Irregular,,,,3.6,2,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree
Stephanie Collins,2,23919909,5.0,3.0,1.0,1.0,1.25,Irregular,3.0,1.25,2.75,2.16,1,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
David Hoffman,1,24279502,1.0,2.0,5.0,4.0,1.0,Irregular,,,,2.71,1,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree
Pamela Wilkerson,2,23747805,2.0,2.0,2.0,2.5,5.0,Irregular,1.25,1.75,3.0,2.46,1,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree
Tammy Hunt,3,22994057,1.75,1.5,1.5,5.0,1.5,Irregular,2.5,5.0,,2.68,2,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree
Robert Williams,3,22515222,2.0,5.0,2.5,2.25,1.0,Irregular,2.0,1.75,,2.36,1,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree
Matthew Wolfe,3,22804737,1.0,2.5,2.0,1.75,2.5,Irregular,1.5,5.0,,2.32,1,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
Deborah Rodgers,2,23831048,1.0,1.25,5.0,4.0,2.5,Irregular,2.25,1.75,2.5,2.6,1,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree
Albert Simon,2,23973610,1.5,1.25,2.5,5.0,1.0,Irregular,5.0,2.5,2.25,2.67,2,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree
Jacqueline Butler,4,21646587,2.0,1.5,1.5,1.25,4.0,Regular,,,,2.05,0,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree
Robert Sanchez,3,22569642,1.5,3.0,5.0,5.0,3.0,Irregular,5.0,2.25,,3.54,3,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree
Richard James,2,23704788,1.75,2.25,1.0,1.0,5.0,Irregular,2.25,2.5,2.0,2.24,1,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree
Kelly Simpson,1,24465493,2.0,1.5,2.25,1.0,2.75,Regular,,,,1.89,0,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree
Karen Jones,4,21147946,5.0,2.5,4.0,1.25,2.75,Irregular,,,,3.1,1,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree
Kimberly Smith,4,21055234,2.0,1.75,5.0,4.0,2.5,Irregular,,,,3.05,1,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree
William Rivera,4,21444478,2.25,2.5,4.0,2.25,3.0,Regular,,,,2.8,0,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree
Brent Ramos,3,22756612,2.0,5.0,1.5,1.25,2.5,Irregular,3.0,2.25,,2.5,1,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree
Samantha Simpson,1,24945607,1.25,1.75,1.75,1.5,2.5,Regular,,,,1.79,0,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree
Melanie Stevenson,3,22112584,2.75,1.75,2.25,1.25,2.25,Irregular,2.5,5.0,,2.54,1,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree
Helen Simpson,1,24351819,2.5,5.0,4.0,1.25,2.5,Irregular,,,,3.09,1,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree
Nicole Wilcox,4,21528659,2.0,2.25,4.0,1.75,1.5,Regular,,,,2.3,0,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree
Michael Townsend,1,24743183,2.25,3.0,1.0,2.5,5.0,Irregular,,,,2.79,1,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree
Linda Parker,3,22624172,2.5,2.5,1.25,1.25,1.75,Irregular,3.0,5.0,,2.46,1,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree
Darren Smith,2,23921225,1.75,1.0,2.75,5.0,2.0,Irregular,1.25,2.75,3.0,2.47,1,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree
Benjamin Osborn,3,22183812,1.0,3.0,2.75,3.0,4.0,Regular,2.75,1.0,,2.5,0,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree
Tanya Marshall,3,22099878,1.75,1.75,2.25,2.75,2.0,Regular,1.75,1.25,,1.93,0,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree
Morgan Williams,4,21156448,2.75,3.0,2.5,4.0,3.0,Regular,,,,3.05,0,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree
Ann Miller,3,22661344,2.75,5.0,1.75,1.5,1.25,Irregular,1.5,2.0,,2.25,1,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree
Stephen Gallagher,4,21416114,1.5,1.5,2.25,2.0,1.75,Regular,,,,1.8,0,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree
Dustin Cox,2,23718588,2.75,3.0,1.5,5.0,2.75,Irregular,4.0,1.0,1.5,2.68,1,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree
Gary Cruz,4,21871057,4.0,2.0,5.0,1.25,2.75,Irregular,,,,3.0,1,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree
Tina Gonzalez,4,21063180,3.0,1.0,1.25,5.0,1.25,Irregular,,,,2.3,1,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree
Christina Dudley,2,23435066,2.0,5.0,3.0,2.25,1.0,Irregular,5.0,5.0,1.75,3.17,3,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
Mary Garner,4,21185469,1.75,2.75,2.75,1.75,2.5,Regular,,,,2.3,0,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree
Anthony Santos,2,23272675,1.25,2.5,1.25,2.0,1.75,Regular,1.25,1.5,2.75,1.8,0,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree
Terry Baird,3,22422001,1.25,1.0,3.0,2.25,5.0,Irregular,2.75,2.0,,2.46,1,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
Christina Davis,4,21412574,5.0,2.25,5.0,2.25,1.0,Irregular,,,,3.1,2,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree
Susan Lyons,2,23692119,2.25,2.25,2.25,2.5,2.25,Regular,2.0,2.5,1.75,2.22,0,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Mr. Logan Bell,2,23242825,3.0,3.0,2.25,1.5,5.0,Irregular,1.0,2.75,5.0,2.93,2,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree
John Hansen,4,21983590,5.0,1.75,5.0,5.0,2.5,Irregular,,,,3.85,3,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree
Melissa Flores,3,22650223,2.0,2.0,4.0,1.5,2.5,Regular,1.75,4.0,,2.54,0,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree
Paul Weeks,2,23777956,2.0,4.0,3.0,2.0,4.0,Regular,2.5,1.25,2.0,2.62,0,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree
